COU,Country,Pollutant,VAR,Year,Value
COL,Colombia,Carbon dioxide,TOTAL,1993,56115.231
COL,Colombia,Carbon dioxide,TOTAL,1994,56462.057
COL,Colombia,Carbon dioxide,TOTAL,1995,58915.417
COL,Colombia,Carbon dioxide,TOTAL,1996,59012.426
COL,Colombia,Carbon dioxide,TOTAL,1997,63767.478
COL,Colombia,Carbon dioxide,TOTAL,1998,63604.14
COL,Colombia,Carbon dioxide,TOTAL,1999,58094.248
COL,Colombia,Carbon dioxide,TOTAL,2000,60489.912
COL,Colombia,Carbon dioxide,TOTAL,2001,58033.573
COL,Colombia,Carbon dioxide,TOTAL,2002,57253.999
COL,Colombia,Carbon dioxide,TOTAL,2003,59015.23
COL,Colombia,Carbon dioxide,TOTAL,2004,60496.183
COL,Colombia,Carbon dioxide,TOTAL,2005,64420.063
COL,Colombia,Carbon dioxide,TOTAL,2006,67443.299
COL,Colombia,Carbon dioxide,TOTAL,2007,68009.427
COL,Colombia,Carbon dioxide,TOTAL,2008,68230.221
COL,Colombia,Carbon dioxide,TOTAL,2009,72217.225
COL,Colombia,Carbon dioxide,TOTAL,2010,79067.98
COL,Colombia,Carbon dioxide,TOTAL,2011,77135.113
COL,Colombia,Carbon dioxide,TOTAL,2012,81926.242
COL,Colombia,Carbon dioxide,TOTAL,2013,86145.147
COL,Colombia,Carbon dioxide,TOTAL,2014,88337.896
COL,Colombia,Carbon dioxide,TOTAL,2015,91221.211
COL,Colombia,Carbon dioxide,TOTAL,2016,93056.662
COL,Colombia,Carbon dioxide,TOTAL,2017,86277.777
COL,Colombia,Carbon dioxide,TOTAL,2018,90394.268
COL,Colombia,Methane,TOTAL,1990,44445.493
COL,Colombia,Methane,TOTAL,1991,44909.08
COL,Colombia,Methane,TOTAL,1992,46121.319
COL,Colombia,Methane,TOTAL,1993,46349.135
COL,Colombia,Methane,TOTAL,1994,47213.793
COL,Colombia,Methane,TOTAL,1995,47289.797
COL,Colombia,Methane,TOTAL,1996,48536.642
COL,Colombia,Methane,TOTAL,1997,49602.53
COL,Colombia,Methane,TOTAL,1998,49755.842
COL,Colombia,Methane,TOTAL,1999,49987.309
COL,Colombia,Methane,TOTAL,2000,50188.394
COL,Colombia,Methane,TOTAL,2001,51543.715
COL,Colombia,Methane,TOTAL,2002,52541.45
COL,Colombia,Methane,TOTAL,2003,54869.783
COL,Colombia,Methane,TOTAL,2004,55994.05
COL,Colombia,Methane,TOTAL,2005,56348.487
COL,Colombia,Methane,TOTAL,2006,57611.51
COL,Colombia,Methane,TOTAL,2007,59202.488
COL,Colombia,Methane,TOTAL,2008,60091.836
COL,Colombia,Methane,TOTAL,2009,60929.777
COL,Colombia,Methane,TOTAL,2010,63203.394
COL,Colombia,Methane,TOTAL,2011,63662.954
COL,Colombia,Methane,TOTAL,2012,62915.432
COL,Colombia,Methane,TOTAL,2013,62784.456
COL,Colombia,Methane,TOTAL,2014,64143.559
COL,Colombia,Methane,TOTAL,2015,64608.539
COL,Colombia,Methane,TOTAL,2016,66444.161
COL,Colombia,Methane,TOTAL,2017,69022.516
COL,Colombia,Methane,TOTAL,2018,73586.225
CRI,Costa Rica,Greenhouse gases,TOTAL,1990,8196.56
CRI,Costa Rica,Greenhouse gases,TOTAL,1991,8056.64
CRI,Costa Rica,Greenhouse gases,TOTAL,1992,8797.32
CRI,Costa Rica,Greenhouse gases,TOTAL,1993,8892.5
CRI,Costa Rica,Greenhouse gases,TOTAL,1994,9622.28
CRI,Costa Rica,Greenhouse gases,TOTAL,1995,9693.6
CRI,Costa Rica,Greenhouse gases,TOTAL,1996,9562.84
CRI,Costa Rica,Greenhouse gases,TOTAL,1997,9272.53
CRI,Costa Rica,Greenhouse gases,TOTAL,1998,9811.83
CRI,Costa Rica,Greenhouse gases,TOTAL,1999,9951.7
CRI,Costa Rica,Greenhouse gases,TOTAL,2000,9945.75
CRI,Costa Rica,Greenhouse gases,TOTAL,2001,10292.0
CRI,Costa Rica,Greenhouse gases,TOTAL,2002,10518.51
CRI,Costa Rica,Greenhouse gases,TOTAL,2003,10892.97
CRI,Costa Rica,Greenhouse gases,TOTAL,2004,10924.16
CRI,Costa Rica,Greenhouse gases,TOTAL,2005,11196.01
CRI,Costa Rica,Greenhouse gases,TOTAL,2006,11817.56
CRI,Costa Rica,Greenhouse gases,TOTAL,2007,12678.7
CRI,Costa Rica,Greenhouse gases,TOTAL,2008,12709.38
CRI,Costa Rica,Greenhouse gases,TOTAL,2009,12534.57
CRI,Costa Rica,Greenhouse gases,TOTAL,2010,12895.96
CRI,Costa Rica,Greenhouse gases,TOTAL,2011,13284.87
CRI,Costa Rica,Greenhouse gases,TOTAL,2012,13405.56
CRI,Costa Rica,Greenhouse gases,TOTAL,2013,13735.74
CRI,Costa Rica,Greenhouse gases,TOTAL,2014,13850.14
CRI,Costa Rica,Greenhouse gases,TOTAL,2015,13603.64
CRI,Costa Rica,Greenhouse gases,TOTAL,2016,14234.46
CRI,Costa Rica,Greenhouse gases,TOTAL,2017,14477.6
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1990,100.0
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1991,98.293
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1992,107.329
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1993,108.491
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1994,117.394
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1995,118.264
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1996,116.669
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1997,113.127
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1998,119.707
CRI,Costa Rica,Greenhouse gases,INDEX_1990,1999,121.413
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2000,121.341
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2001,125.565
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2002,128.328
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2003,132.897
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2004,133.277
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2005,136.594
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2006,144.177
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2007,154.683
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2008,155.057
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2009,152.925
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2010,157.334
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2011,162.079
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2012,163.551
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2013,167.579
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2014,168.975
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2015,165.968
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2016,173.664
CRI,Costa Rica,Greenhouse gases,INDEX_1990,2017,176.63
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1990,2.706
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1991,2.598
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1992,2.775
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1993,2.745
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1994,2.886
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1995,2.828
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1996,2.716
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1997,2.568
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1998,2.652
CRI,Costa Rica,Greenhouse gases,GHG_CAP,1999,2.628
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2000,2.568
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2001,2.603
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2002,2.615
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2003,2.666
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2004,2.631
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2005,2.656
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2006,2.762
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2007,2.921
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2008,2.886
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2009,2.805
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2010,2.844
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2011,2.893
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2012,2.881
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2013,2.914
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2014,2.902
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2015,2.815
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2016,2.911
CRI,Costa Rica,Greenhouse gases,GHG_CAP,2017,2.926
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1990,0.291
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1991,0.277
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1992,0.277
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1993,0.261
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1994,0.27
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1995,0.262
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1996,0.255
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1997,0.234
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1998,0.231
CRI,Costa Rica,Greenhouse gases,GHG_GDP,1999,0.225
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2000,0.216
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2001,0.216
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2002,0.214
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2003,0.212
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2004,0.204
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2005,0.201
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2006,0.198
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2007,0.196
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2008,0.188
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2009,0.187
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2010,0.182
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2011,0.18
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2012,0.173
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2013,0.173
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2014,0.168
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2015,0.16
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2016,0.16
CRI,Costa Rica,Greenhouse gases,GHG_GDP,2017,0.156
CRI,Costa Rica,Carbon dioxide,TOTAL,1990,3134.549
CRI,Costa Rica,Carbon dioxide,TOTAL,1991,3146.262
CRI,Costa Rica,Carbon dioxide,TOTAL,1992,3890.232
CRI,Costa Rica,Carbon dioxide,TOTAL,1993,4080.54
CRI,Costa Rica,Carbon dioxide,TOTAL,1994,4861.877
CRI,Costa Rica,Carbon dioxide,TOTAL,1995,4934.526
CRI,Costa Rica,Carbon dioxide,TOTAL,1996,4790.667
CRI,Costa Rica,Carbon dioxide,TOTAL,1997,4719.591
CRI,Costa Rica,Carbon dioxide,TOTAL,1998,5246.605
CRI,Costa Rica,Carbon dioxide,TOTAL,1999,5364.257
CRI,Costa Rica,Carbon dioxide,TOTAL,2000,5403.395
CRI,Costa Rica,Carbon dioxide,TOTAL,2001,5735.38
CRI,Costa Rica,Carbon dioxide,TOTAL,2002,5851.448
CRI,Costa Rica,Carbon dioxide,TOTAL,2003,6148.124
CRI,Costa Rica,Carbon dioxide,TOTAL,2004,6105.244
CRI,Costa Rica,Carbon dioxide,TOTAL,2005,6339.478
CRI,Costa Rica,Carbon dioxide,TOTAL,2006,6956.732
CRI,Costa Rica,Carbon dioxide,TOTAL,2007,7673.555
CRI,Costa Rica,Carbon dioxide,TOTAL,2008,7642.419
CRI,Costa Rica,Carbon dioxide,TOTAL,2009,7340.351
CRI,Costa Rica,Carbon dioxide,TOTAL,2010,7549.134
CRI,Costa Rica,Carbon dioxide,TOTAL,2011,7846.272
CRI,Costa Rica,Carbon dioxide,TOTAL,2012,7901.751
CRI,Costa Rica,Carbon dioxide,TOTAL,2013,8255.121
CRI,Costa Rica,Carbon dioxide,TOTAL,2014,8282.533
CRI,Costa Rica,Carbon dioxide,TOTAL,2015,7959.158
CRI,Costa Rica,Carbon dioxide,TOTAL,2016,8501.514
CRI,Costa Rica,Carbon dioxide,TOTAL,2017,8655.813
CRI,Costa Rica,Methane,TOTAL,1990,3868.498
CRI,Costa Rica,Methane,TOTAL,1991,3763.784
CRI,Costa Rica,Methane,TOTAL,1992,3713.055
CRI,Costa Rica,Methane,TOTAL,1993,3651.809
CRI,Costa Rica,Methane,TOTAL,1994,3633.375
CRI,Costa Rica,Methane,TOTAL,1995,3595.426
CRI,Costa Rica,Methane,TOTAL,1996,3579.169
CRI,Costa Rica,Methane,TOTAL,1997,3623.444
CRI,Costa Rica,Methane,TOTAL,1998,3641.273
CRI,Costa Rica,Methane,TOTAL,1999,3657.437
CRI,Costa Rica,Methane,TOTAL,2000,3583.338
CRI,Costa Rica,Methane,TOTAL,2001,3589.506
CRI,Costa Rica,Methane,TOTAL,2002,3688.896
CRI,Costa Rica,Methane,TOTAL,2003,3754.727
CRI,Costa Rica,Methane,TOTAL,2004,3802.57
CRI,Costa Rica,Methane,TOTAL,2005,3833.006
CRI,Costa Rica,Methane,TOTAL,2006,3808.427
CRI,Costa Rica,Methane,TOTAL,2007,3903.287
CRI,Costa Rica,Methane,TOTAL,2008,3923.706
CRI,Costa Rica,Methane,TOTAL,2009,4026.07
CRI,Costa Rica,Methane,TOTAL,2010,4137.098
CRI,Costa Rica,Methane,TOTAL,2011,4176.987
CRI,Costa Rica,Methane,TOTAL,2012,4226.531
CRI,Costa Rica,Methane,TOTAL,2013,4129.167
CRI,Costa Rica,Methane,TOTAL,2014,4041.88
CRI,Costa Rica,Methane,TOTAL,2015,4080.617
CRI,Costa Rica,Methane,TOTAL,2016,4137.255
CRI,Costa Rica,Methane,TOTAL,2017,4207.155
IND,India,Greenhouse gases,TOTAL,1994,1214248.0
IND,India,Greenhouse gases,TOTAL,2000,1523766.56
IND,India,Greenhouse gases,TOTAL,2010,2136826.1
IND,India,Greenhouse gases,TOTAL,2016,2839424.95
IND,India,Greenhouse gases,GHG_CAP,1994,1.284
IND,India,Greenhouse gases,GHG_CAP,2000,1.442
IND,India,Greenhouse gases,GHG_CAP,2010,1.731
IND,India,Greenhouse gases,GHG_CAP,2016,2.144
IND,India,Greenhouse gases,GHG_GDP,1994,0.702
IND,India,Greenhouse gases,GHG_GDP,2000,0.61
IND,India,Greenhouse gases,GHG_GDP,2010,0.414
IND,India,Greenhouse gases,GHG_GDP,2016,0.366
IND,India,Carbon dioxide,TOTAL,1994,779348.0
IND,India,Carbon dioxide,TOTAL,2000,1024772.9
IND,India,Carbon dioxide,TOTAL,2010,1574362.16
IND,India,Carbon dioxide,TOTAL,2016,2231069.0
IND,India,Methane,TOTAL,1994,379596.0
IND,India,Methane,TOTAL,2000,407238.3
IND,India,Methane,TOTAL,2010,412086.36
IND,India,Methane,TOTAL,2016,409530.45
IDN,Indonesia,Greenhouse gases,TOTAL,1990,266818.39
IDN,Indonesia,Greenhouse gases,TOTAL,1991,292610.4
IDN,Indonesia,Greenhouse gases,TOTAL,1992,306828.59
IDN,Indonesia,Greenhouse gases,TOTAL,1993,318657.49
IDN,Indonesia,Greenhouse gases,TOTAL,1994,334191.21
IDN,Indonesia,Greenhouse gases,TOTAL,2000,554333.48
IDN,Indonesia,Greenhouse gases,TOTAL,2001,537949.0
IDN,Indonesia,Greenhouse gases,TOTAL,2002,545911.0
IDN,Indonesia,Greenhouse gases,TOTAL,2003,559139.0
IDN,Indonesia,Greenhouse gases,TOTAL,2004,583101.0
IDN,Indonesia,Greenhouse gases,TOTAL,2005,590736.0
IDN,Indonesia,Greenhouse gases,TOTAL,2006,610242.0
IDN,Indonesia,Greenhouse gases,TOTAL,2007,607947.0
IDN,Indonesia,Greenhouse gases,TOTAL,2008,629710.0
IDN,Indonesia,Greenhouse gases,TOTAL,2009,628562.0
IDN,Indonesia,Greenhouse gases,TOTAL,2010,685711.0
IDN,Indonesia,Greenhouse gases,TOTAL,2011,726262.0
IDN,Indonesia,Greenhouse gases,TOTAL,2012,757250.0
IDN,Indonesia,Greenhouse gases,TOTAL,2013,796579.0
IDN,Indonesia,Greenhouse gases,TOTAL,2014,864948.0
IDN,Indonesia,Greenhouse gases,TOTAL,2015,907334.0
IDN,Indonesia,Greenhouse gases,TOTAL,2016,883224.0
IDN,Indonesia,Greenhouse gases,INDEX_1990,1990,100.0
IDN,Indonesia,Greenhouse gases,INDEX_1990,1991,109.667
IDN,Indonesia,Greenhouse gases,INDEX_1990,1992,114.995
IDN,Indonesia,Greenhouse gases,INDEX_1990,1993,119.429
IDN,Indonesia,Greenhouse gases,INDEX_1990,1994,125.25
IDN,Indonesia,Greenhouse gases,INDEX_1990,2000,207.757
IDN,Indonesia,Greenhouse gases,INDEX_1990,2001,201.616
IDN,Indonesia,Greenhouse gases,INDEX_1990,2002,204.6
IDN,Indonesia,Greenhouse gases,INDEX_1990,2003,209.558
IDN,Indonesia,Greenhouse gases,INDEX_1990,2004,218.539
IDN,Indonesia,Greenhouse gases,INDEX_1990,2005,221.4
IDN,Indonesia,Greenhouse gases,INDEX_1990,2006,228.711
IDN,Indonesia,Greenhouse gases,INDEX_1990,2007,227.85
IDN,Indonesia,Greenhouse gases,INDEX_1990,2008,236.007
IDN,Indonesia,Greenhouse gases,INDEX_1990,2009,235.577
IDN,Indonesia,Greenhouse gases,INDEX_1990,2010,256.995
IDN,Indonesia,Greenhouse gases,INDEX_1990,2011,272.193
IDN,Indonesia,Greenhouse gases,INDEX_1990,2012,283.807
IDN,Indonesia,Greenhouse gases,INDEX_1990,2013,298.547
IDN,Indonesia,Greenhouse gases,INDEX_1990,2014,324.171
IDN,Indonesia,Greenhouse gases,INDEX_1990,2015,340.057
IDN,Indonesia,Greenhouse gases,INDEX_1990,2016,331.021
IDN,Indonesia,Greenhouse gases,GHG_CAP,1990,1.471
IDN,Indonesia,Greenhouse gases,GHG_CAP,1991,1.585
IDN,Indonesia,Greenhouse gases,GHG_CAP,1992,1.634
IDN,Indonesia,Greenhouse gases,GHG_CAP,1993,1.67
IDN,Indonesia,Greenhouse gases,GHG_CAP,1994,1.723
IDN,Indonesia,Greenhouse gases,GHG_CAP,2000,2.621
IDN,Indonesia,Greenhouse gases,GHG_CAP,2001,2.509
IDN,Indonesia,Greenhouse gases,GHG_CAP,2002,2.512
IDN,Indonesia,Greenhouse gases,GHG_CAP,2003,2.538
IDN,Indonesia,Greenhouse gases,GHG_CAP,2004,2.611
IDN,Indonesia,Greenhouse gases,GHG_CAP,2005,2.611
IDN,Indonesia,Greenhouse gases,GHG_CAP,2006,2.661
IDN,Indonesia,Greenhouse gases,GHG_CAP,2007,2.616
IDN,Indonesia,Greenhouse gases,GHG_CAP,2008,2.674
IDN,Indonesia,Greenhouse gases,GHG_CAP,2009,2.634
IDN,Indonesia,Greenhouse gases,GHG_CAP,2010,2.835
IDN,Indonesia,Greenhouse gases,GHG_CAP,2011,2.963
IDN,Indonesia,Greenhouse gases,GHG_CAP,2012,3.048
IDN,Indonesia,Greenhouse gases,GHG_CAP,2013,3.163
IDN,Indonesia,Greenhouse gases,GHG_CAP,2014,3.39
IDN,Indonesia,Greenhouse gases,GHG_CAP,2015,3.55
IDN,Indonesia,Greenhouse gases,GHG_CAP,2016,3.417
IDN,Indonesia,Greenhouse gases,GHG_GDP,1990,0.322
IDN,Indonesia,Greenhouse gases,GHG_GDP,1991,0.33
IDN,Indonesia,Greenhouse gases,GHG_GDP,1992,0.325
IDN,Indonesia,Greenhouse gases,GHG_GDP,1993,0.317
IDN,Indonesia,Greenhouse gases,GHG_GDP,1994,0.309
IDN,Indonesia,Greenhouse gases,GHG_GDP,2000,0.457
IDN,Indonesia,Greenhouse gases,GHG_GDP,2001,0.428
IDN,Indonesia,Greenhouse gases,GHG_GDP,2002,0.416
IDN,Indonesia,Greenhouse gases,GHG_GDP,2003,0.406
IDN,Indonesia,Greenhouse gases,GHG_GDP,2004,0.404
IDN,Indonesia,Greenhouse gases,GHG_GDP,2005,0.387
IDN,Indonesia,Greenhouse gases,GHG_GDP,2006,0.379
IDN,Indonesia,Greenhouse gases,GHG_GDP,2007,0.355
IDN,Indonesia,Greenhouse gases,GHG_GDP,2008,0.347
IDN,Indonesia,Greenhouse gases,GHG_GDP,2009,0.33
IDN,Indonesia,Greenhouse gases,GHG_GDP,2010,0.339
IDN,Indonesia,Greenhouse gases,GHG_GDP,2011,0.338
IDN,Indonesia,Greenhouse gases,GHG_GDP,2012,0.332
IDN,Indonesia,Greenhouse gases,GHG_GDP,2013,0.331
IDN,Indonesia,Greenhouse gases,GHG_GDP,2014,0.343
IDN,Indonesia,Greenhouse gases,GHG_GDP,2015,0.343
IDN,Indonesia,Greenhouse gases,GHG_GDP,2016,0.318
IDN,Indonesia,Methane,TOTAL,1990,106113.0
IDN,Indonesia,Methane,TOTAL,1991,119536.2
IDN,Indonesia,Methane,TOTAL,1992,122351.04
IDN,Indonesia,Methane,TOTAL,1993,124257.84
IDN,Indonesia,Methane,TOTAL,1994,126882.0
IDN,Indonesia,Methane,TOTAL,2000,236331.9
IDN,Indonesia,Methane,TOTAL,2014,179504.0
LVA,Latvia,Greenhouse gases,GHG_CAP,1990,9.713
LVA,Latvia,Greenhouse gases,GHG_CAP,1991,9.044
LVA,Latvia,Greenhouse gases,GHG_CAP,1992,7.344
LVA,Latvia,Greenhouse gases,GHG_CAP,1993,6.157
LVA,Latvia,Greenhouse gases,GHG_CAP,1994,5.487
LVA,Latvia,Greenhouse gases,GHG_CAP,1995,5.009
LVA,Latvia,Greenhouse gases,GHG_CAP,1996,5.088
LVA,Latvia,Greenhouse gases,GHG_CAP,1997,4.912
LVA,Latvia,Greenhouse gases,GHG_CAP,1998,4.751
LVA,Latvia,Greenhouse gases,GHG_CAP,1999,4.465
LVA,Latvia,Greenhouse gases,GHG_CAP,2000,4.249
LVA,Latvia,Greenhouse gases,GHG_CAP,2001,4.555
LVA,Latvia,Greenhouse gases,GHG_CAP,2002,4.596
LVA,Latvia,Greenhouse gases,GHG_CAP,2003,4.716
LVA,Latvia,Greenhouse gases,GHG_CAP,2004,4.753
LVA,Latvia,Greenhouse gases,GHG_CAP,2005,4.881
LVA,Latvia,Greenhouse gases,GHG_CAP,2006,5.143
LVA,Latvia,Greenhouse gases,GHG_CAP,2007,5.388
LVA,Latvia,Greenhouse gases,GHG_CAP,2008,5.237
LVA,Latvia,Greenhouse gases,GHG_CAP,2009,5.003
LVA,Latvia,Greenhouse gases,GHG_CAP,2010,5.627
LVA,Latvia,Greenhouse gases,GHG_CAP,2011,5.346
LVA,Latvia,Greenhouse gases,GHG_CAP,2012,5.324
LVA,Latvia,Greenhouse gases,GHG_CAP,2013,5.337
LVA,Latvia,Greenhouse gases,GHG_CAP,2014,5.34
LVA,Latvia,Greenhouse gases,GHG_CAP,2015,5.413
LVA,Latvia,Greenhouse gases,GHG_CAP,2016,5.457
LVA,Latvia,Greenhouse gases,GHG_CAP,2017,5.526
LVA,Latvia,Greenhouse gases,GHG_CAP,2018,5.83
LVA,Latvia,Greenhouse gases,GHG_CAP,2019,5.802
LVA,Latvia,Greenhouse gases,GHG_CAP,2020,5.497
LVA,Latvia,Greenhouse gases,GHG_GDP,1991,0.732
LVA,Latvia,Greenhouse gases,GHG_GDP,1992,0.624
LVA,Latvia,Greenhouse gases,GHG_GDP,1993,0.608
LVA,Latvia,Greenhouse gases,GHG_GDP,1994,0.606
LVA,Latvia,Greenhouse gases,GHG_GDP,1995,0.556
LVA,Latvia,Greenhouse gases,GHG_GDP,1996,0.545
LVA,Latvia,Greenhouse gases,GHG_GDP,1997,0.478
LVA,Latvia,Greenhouse gases,GHG_GDP,1998,0.431
LVA,Latvia,Greenhouse gases,GHG_GDP,1999,0.391
LVA,Latvia,Greenhouse gases,GHG_GDP,2000,0.349
LVA,Latvia,Greenhouse gases,GHG_GDP,2001,0.347
LVA,Latvia,Greenhouse gases,GHG_GDP,2002,0.323
LVA,Latvia,Greenhouse gases,GHG_GDP,2003,0.303
LVA,Latvia,Greenhouse gases,GHG_GDP,2004,0.279
LVA,Latvia,Greenhouse gases,GHG_GDP,2005,0.256
LVA,Latvia,Greenhouse gases,GHG_GDP,2006,0.239
LVA,Latvia,Greenhouse gases,GHG_GDP,2007,0.226
LVA,Latvia,Greenhouse gases,GHG_GDP,2008,0.224
LVA,Latvia,Greenhouse gases,GHG_GDP,2009,0.246
LVA,Latvia,Greenhouse gases,GHG_GDP,2010,0.283
LVA,Latvia,Greenhouse gases,GHG_GDP,2011,0.258
LVA,Latvia,Greenhouse gases,GHG_GDP,2012,0.237
LVA,Latvia,Greenhouse gases,GHG_GDP,2013,0.23
LVA,Latvia,Greenhouse gases,GHG_GDP,2014,0.224
LVA,Latvia,Greenhouse gases,GHG_GDP,2015,0.217
LVA,Latvia,Greenhouse gases,GHG_GDP,2016,0.212
LVA,Latvia,Greenhouse gases,GHG_GDP,2017,0.206
LVA,Latvia,Greenhouse gases,GHG_GDP,2018,0.207
LVA,Latvia,Greenhouse gases,GHG_GDP,2019,0.199
LVA,Latvia,Greenhouse gases,GHG_GDP,2020,0.195
LTU,Lithuania,Greenhouse gases,GHG_CAP,1990,12.949
LTU,Lithuania,Greenhouse gases,GHG_CAP,1991,13.481
LTU,Lithuania,Greenhouse gases,GHG_CAP,1992,8.314
LTU,Lithuania,Greenhouse gases,GHG_CAP,1993,6.698
LTU,Lithuania,Greenhouse gases,GHG_CAP,1994,6.363
LTU,Lithuania,Greenhouse gases,GHG_CAP,1995,6.131
LTU,Lithuania,Greenhouse gases,GHG_CAP,1996,6.459
LTU,Lithuania,Greenhouse gases,GHG_CAP,1997,6.38
LTU,Lithuania,Greenhouse gases,GHG_CAP,1998,6.696
LTU,Lithuania,Greenhouse gases,GHG_CAP,1999,5.947
LTU,Lithuania,Greenhouse gases,GHG_CAP,2000,5.552
LTU,Lithuania,Greenhouse gases,GHG_CAP,2001,5.828
LTU,Lithuania,Greenhouse gases,GHG_CAP,2002,5.987
LTU,Lithuania,Greenhouse gases,GHG_CAP,2003,6.089
LTU,Lithuania,Greenhouse gases,GHG_CAP,2004,6.391
LTU,Lithuania,Greenhouse gases,GHG_CAP,2005,6.792
LTU,Lithuania,Greenhouse gases,GHG_CAP,2006,6.964
LTU,Lithuania,Greenhouse gases,GHG_CAP,2007,7.727
LTU,Lithuania,Greenhouse gases,GHG_CAP,2008,7.533
LTU,Lithuania,Greenhouse gases,GHG_CAP,2009,6.287
LTU,Lithuania,Greenhouse gases,GHG_CAP,2010,6.643
LTU,Lithuania,Greenhouse gases,GHG_CAP,2011,6.922
LTU,Lithuania,Greenhouse gases,GHG_CAP,2012,6.983
LTU,Lithuania,Greenhouse gases,GHG_CAP,2013,6.656
LTU,Lithuania,Greenhouse gases,GHG_CAP,2014,6.729
LTU,Lithuania,Greenhouse gases,GHG_CAP,2015,6.925
LTU,Lithuania,Greenhouse gases,GHG_CAP,2016,7.035
LTU,Lithuania,Greenhouse gases,GHG_CAP,2017,7.215
LTU,Lithuania,Greenhouse gases,GHG_CAP,2018,7.196
LTU,Lithuania,Greenhouse gases,GHG_CAP,2019,7.378
