COU,Country,Pollutant,VAR,Year,Value
AUS,Australia,Greenhouse gases,TOTAL,1990,425624.307
AUS,Australia,Greenhouse gases,TOTAL,1991,425686.445
AUS,Australia,Greenhouse gases,TOTAL,1992,429473.085
AUS,Australia,Greenhouse gases,TOTAL,1993,430381.731
AUS,Australia,Greenhouse gases,TOTAL,1994,430848.498
AUS,Australia,Greenhouse gases,TOTAL,1995,439269.878
AUS,Australia,Greenhouse gases,TOTAL,1996,445847.225
AUS,Australia,Greenhouse gases,TOTAL,1997,457864.51
AUS,Australia,Greenhouse gases,TOTAL,1998,472145.832
AUS,Australia,Greenhouse gases,TOTAL,1999,478136.875
AUS,Australia,Greenhouse gases,TOTAL,2000,489528.649
AUS,Australia,Greenhouse gases,TOTAL,2001,497352.025
AUS,Australia,Greenhouse gases,TOTAL,2002,501000.843
AUS,Australia,Greenhouse gases,TOTAL,2003,501128.976
AUS,Australia,Greenhouse gases,TOTAL,2004,518408.438
AUS,Australia,Greenhouse gases,TOTAL,2005,524811.845
AUS,Australia,Greenhouse gases,TOTAL,2006,529240.641
AUS,Australia,Greenhouse gases,TOTAL,2007,535807.552
AUS,Australia,Greenhouse gases,TOTAL,2008,538590.714
AUS,Australia,Greenhouse gases,TOTAL,2009,541475.792
AUS,Australia,Greenhouse gases,TOTAL,2010,536893.738
AUS,Australia,Greenhouse gases,TOTAL,2011,538663.878
AUS,Australia,Greenhouse gases,TOTAL,2012,541899.74
AUS,Australia,Greenhouse gases,TOTAL,2013,532267.335
AUS,Australia,Greenhouse gases,TOTAL,2014,526711.78
AUS,Australia,Greenhouse gases,TOTAL,2015,534936.017
AUS,Australia,Greenhouse gases,TOTAL,2016,543976.812
AUS,Australia,Greenhouse gases,TOTAL,2017,550874.868
AUS,Australia,Greenhouse gases,TOTAL,2018,552484.025
AUS,Australia,Greenhouse gases,TOTAL,2019,546200.224
AUS,Australia,Greenhouse gases,TOTAL,2020,527737.048
AUS,Australia,Greenhouse gases,INDEX_1990,1990,100.0
AUS,Australia,Greenhouse gases,INDEX_1990,1991,100.015
AUS,Australia,Greenhouse gases,INDEX_1990,1992,100.904
AUS,Australia,Greenhouse gases,INDEX_1990,1993,101.118
AUS,Australia,Greenhouse gases,INDEX_1990,1994,101.227
AUS,Australia,Greenhouse gases,INDEX_1990,1995,103.206
AUS,Australia,Greenhouse gases,INDEX_1990,1996,104.751
AUS,Australia,Greenhouse gases,INDEX_1990,1997,107.575
AUS,Australia,Greenhouse gases,INDEX_1990,1998,110.93
AUS,Australia,Greenhouse gases,INDEX_1990,1999,112.338
AUS,Australia,Greenhouse gases,INDEX_1990,2000,115.014
AUS,Australia,Greenhouse gases,INDEX_1990,2001,116.852
AUS,Australia,Greenhouse gases,INDEX_1990,2002,117.71
AUS,Australia,Greenhouse gases,INDEX_1990,2003,117.74
AUS,Australia,Greenhouse gases,INDEX_1990,2004,121.8
AUS,Australia,Greenhouse gases,INDEX_1990,2005,123.304
AUS,Australia,Greenhouse gases,INDEX_1990,2006,124.345
AUS,Australia,Greenhouse gases,INDEX_1990,2007,125.887
AUS,Australia,Greenhouse gases,INDEX_1990,2008,126.541
AUS,Australia,Greenhouse gases,INDEX_1990,2009,127.219
AUS,Australia,Greenhouse gases,INDEX_1990,2010,126.143
AUS,Australia,Greenhouse gases,INDEX_1990,2011,126.559
AUS,Australia,Greenhouse gases,INDEX_1990,2012,127.319
AUS,Australia,Greenhouse gases,INDEX_1990,2013,125.056
AUS,Australia,Greenhouse gases,INDEX_1990,2014,123.75
AUS,Australia,Greenhouse gases,INDEX_1990,2015,125.683
AUS,Australia,Greenhouse gases,INDEX_1990,2016,127.807
AUS,Australia,Greenhouse gases,INDEX_1990,2017,129.427
AUS,Australia,Greenhouse gases,INDEX_1990,2018,129.806
AUS,Australia,Greenhouse gases,INDEX_1990,2019,128.329
AUS,Australia,Greenhouse gases,INDEX_1990,2020,123.991
AUS,Australia,Greenhouse gases,GHG_CAP,1990,24.941
AUS,Australia,Greenhouse gases,GHG_CAP,1991,24.629
AUS,Australia,Greenhouse gases,GHG_CAP,1992,24.571
AUS,Australia,Greenhouse gases,GHG_CAP,1993,24.405
AUS,Australia,Greenhouse gases,GHG_CAP,1994,24.198
AUS,Australia,Greenhouse gases,GHG_CAP,1995,24.397
AUS,Australia,Greenhouse gases,GHG_CAP,1996,24.464
AUS,Australia,Greenhouse gases,GHG_CAP,1997,24.853
AUS,Australia,Greenhouse gases,GHG_CAP,1998,25.374
AUS,Australia,Greenhouse gases,GHG_CAP,1999,25.416
AUS,Australia,Greenhouse gases,GHG_CAP,2000,25.726
AUS,Australia,Greenhouse gases,GHG_CAP,2001,25.803
AUS,Australia,Greenhouse gases,GHG_CAP,2002,25.699
AUS,Australia,Greenhouse gases,GHG_CAP,2003,25.411
AUS,Australia,Greenhouse gases,GHG_CAP,2004,26.008
AUS,Australia,Greenhouse gases,GHG_CAP,2005,26.011
AUS,Australia,Greenhouse gases,GHG_CAP,2006,25.879
AUS,Australia,Greenhouse gases,GHG_CAP,2007,25.726
AUS,Australia,Greenhouse gases,GHG_CAP,2008,25.346
AUS,Australia,Greenhouse gases,GHG_CAP,2009,24.962
AUS,Australia,Greenhouse gases,GHG_CAP,2010,24.369
AUS,Australia,Greenhouse gases,GHG_CAP,2011,24.112
AUS,Australia,Greenhouse gases,GHG_CAP,2012,23.837
AUS,Australia,Greenhouse gases,GHG_CAP,2013,23.014
AUS,Australia,Greenhouse gases,GHG_CAP,2014,22.436
AUS,Australia,Greenhouse gases,GHG_CAP,2015,22.461
AUS,Australia,Greenhouse gases,GHG_CAP,2016,22.487
AUS,Australia,Greenhouse gases,GHG_CAP,2017,22.392
AUS,Australia,Greenhouse gases,GHG_CAP,2018,22.115
AUS,Australia,Greenhouse gases,GHG_CAP,2019,21.533
AUS,Australia,Greenhouse gases,GHG_CAP,2020,20.536
AUS,Australia,Carbon dioxide,TOTAL,1990,278154.156
AUS,Australia,Carbon dioxide,TOTAL,1991,279528.51
AUS,Australia,Carbon dioxide,TOTAL,1992,284525.345
AUS,Australia,Carbon dioxide,TOTAL,1993,288870.537
AUS,Australia,Carbon dioxide,TOTAL,1994,293696.553
AUS,Australia,Carbon dioxide,TOTAL,1995,305002.996
AUS,Australia,Carbon dioxide,TOTAL,1996,311886.129
AUS,Australia,Carbon dioxide,TOTAL,1997,320282.63
AUS,Australia,Carbon dioxide,TOTAL,1998,334075.978
AUS,Australia,Carbon dioxide,TOTAL,1999,343488.633
AUS,Australia,Carbon dioxide,TOTAL,2000,349635.487
AUS,Australia,Carbon dioxide,TOTAL,2001,357132.367
AUS,Australia,Carbon dioxide,TOTAL,2002,361540.81
AUS,Australia,Carbon dioxide,TOTAL,2003,369279.512
AUS,Australia,Carbon dioxide,TOTAL,2004,382820.89
AUS,Australia,Carbon dioxide,TOTAL,2005,386153.533
AUS,Australia,Carbon dioxide,TOTAL,2006,392384.302
AUS,Australia,Carbon dioxide,TOTAL,2007,399624.803
AUS,Australia,Carbon dioxide,TOTAL,2008,404233.067
AUS,Australia,Carbon dioxide,TOTAL,2009,407065.015
AUS,Australia,Carbon dioxide,TOTAL,2010,405103.32
AUS,Australia,Carbon dioxide,TOTAL,2011,403828.773
AUS,Australia,Carbon dioxide,TOTAL,2012,406150.91
AUS,Australia,Carbon dioxide,TOTAL,2013,397887.458
AUS,Australia,Carbon dioxide,TOTAL,2014,393952.876
AUS,Australia,Carbon dioxide,TOTAL,2015,401793.062
AUS,Australia,Carbon dioxide,TOTAL,2016,411264.288
AUS,Australia,Carbon dioxide,TOTAL,2017,414358.312
AUS,Australia,Carbon dioxide,TOTAL,2018,416283.827
AUS,Australia,Carbon dioxide,TOTAL,2019,416356.588
AUS,Australia,Carbon dioxide,TOTAL,2020,399922.128
AUS,Australia,Methane,TOTAL,1990,125133.249
AUS,Australia,Methane,TOTAL,1991,124199.252
AUS,Australia,Methane,TOTAL,1992,123239.844
AUS,Australia,Methane,TOTAL,1993,120116.183
AUS,Australia,Methane,TOTAL,1994,117269.417
AUS,Australia,Methane,TOTAL,1995,115838.534
AUS,Australia,Methane,TOTAL,1996,115157.293
AUS,Australia,Methane,TOTAL,1997,118004.542
AUS,Australia,Methane,TOTAL,1998,117834.999
AUS,Australia,Methane,TOTAL,1999,114164.528
AUS,Australia,Methane,TOTAL,2000,118052.176
AUS,Australia,Methane,TOTAL,2001,117110.619
AUS,Australia,Methane,TOTAL,2002,115485.969
AUS,Australia,Methane,TOTAL,2003,108530.051
AUS,Australia,Methane,TOTAL,2004,110016.933
AUS,Australia,Methane,TOTAL,2005,112300.306
AUS,Australia,Methane,TOTAL,2006,111294.128
AUS,Australia,Methane,TOTAL,2007,111645.922
AUS,Australia,Methane,TOTAL,2008,109033.21
AUS,Australia,Methane,TOTAL,2009,107797.783
AUS,Australia,Methane,TOTAL,2010,104768.449
AUS,Australia,Methane,TOTAL,2011,106310.044
AUS,Australia,Methane,TOTAL,2012,106641.053
AUS,Australia,Methane,TOTAL,2013,106249.156
AUS,Australia,Methane,TOTAL,2014,103494.595
AUS,Australia,Methane,TOTAL,2015,103955.984
AUS,Australia,Methane,TOTAL,2016,103078.58
AUS,Australia,Methane,TOTAL,2017,105002.792
AUS,Australia,Methane,TOTAL,2018,105796.248
AUS,Australia,Methane,TOTAL,2019,99367.624
AUS,Australia,Methane,TOTAL,2020,97303.626
AUT,Austria,Greenhouse gases,TOTAL,1990,78423.221
AUT,Austria,Greenhouse gases,TOTAL,1991,82095.386
AUT,Austria,Greenhouse gases,TOTAL,1992,75464.122
AUT,Austria,Greenhouse gases,TOTAL,1993,75806.346
AUT,Austria,Greenhouse gases,TOTAL,1994,76039.472
AUT,Austria,Greenhouse gases,TOTAL,1995,79283.43
AUT,Austria,Greenhouse gases,TOTAL,1996,82482.782
AUT,Austria,Greenhouse gases,TOTAL,1997,82134.093
AUT,Austria,Greenhouse gases,TOTAL,1998,81452.381
AUT,Austria,Greenhouse gases,TOTAL,1999,79922.245
AUT,Austria,Greenhouse gases,TOTAL,2000,80085.028
AUT,Austria,Greenhouse gases,TOTAL,2001,83989.24
AUT,Austria,Greenhouse gases,TOTAL,2002,85747.074
AUT,Austria,Greenhouse gases,TOTAL,2003,91209.62
AUT,Austria,Greenhouse gases,TOTAL,2004,90856.236
AUT,Austria,Greenhouse gases,TOTAL,2005,92029.497
AUT,Austria,Greenhouse gases,TOTAL,2006,89606.98
AUT,Austria,Greenhouse gases,TOTAL,2007,86841.362
AUT,Austria,Greenhouse gases,TOTAL,2008,86259.02
AUT,Austria,Greenhouse gases,TOTAL,2009,79584.522
AUT,Austria,Greenhouse gases,TOTAL,2010,84150.225
AUT,Austria,Greenhouse gases,TOTAL,2011,82007.46
AUT,Austria,Greenhouse gases,TOTAL,2012,79309.941
AUT,Austria,Greenhouse gases,TOTAL,2013,79772.019
AUT,Austria,Greenhouse gases,TOTAL,2014,76235.152
AUT,Austria,Greenhouse gases,TOTAL,2015,78486.743
AUT,Austria,Greenhouse gases,TOTAL,2016,79468.297
AUT,Austria,Greenhouse gases,TOTAL,2017,81792.156
AUT,Austria,Greenhouse gases,TOTAL,2018,78558.027
AUT,Austria,Greenhouse gases,TOTAL,2019,79740.738
AUT,Austria,Greenhouse gases,TOTAL,2020,73592.017
AUT,Austria,Greenhouse gases,INDEX_1990,1990,100.0
AUT,Austria,Greenhouse gases,INDEX_1990,1991,104.682
AUT,Austria,Greenhouse gases,INDEX_1990,1992,96.227
AUT,Austria,Greenhouse gases,INDEX_1990,1993,96.663
AUT,Austria,Greenhouse gases,INDEX_1990,1994,96.96
AUT,Austria,Greenhouse gases,INDEX_1990,1995,101.097
AUT,Austria,Greenhouse gases,INDEX_1990,1996,105.176
AUT,Austria,Greenhouse gases,INDEX_1990,1997,104.732
AUT,Austria,Greenhouse gases,INDEX_1990,1998,103.863
AUT,Austria,Greenhouse gases,INDEX_1990,1999,101.911
AUT,Austria,Greenhouse gases,INDEX_1990,2000,102.119
AUT,Austria,Greenhouse gases,INDEX_1990,2001,107.097
AUT,Austria,Greenhouse gases,INDEX_1990,2002,109.339
AUT,Austria,Greenhouse gases,INDEX_1990,2003,116.304
AUT,Austria,Greenhouse gases,INDEX_1990,2004,115.854
AUT,Austria,Greenhouse gases,INDEX_1990,2005,117.35
AUT,Austria,Greenhouse gases,INDEX_1990,2006,114.261
AUT,Austria,Greenhouse gases,INDEX_1990,2007,110.734
AUT,Austria,Greenhouse gases,INDEX_1990,2008,109.992
AUT,Austria,Greenhouse gases,INDEX_1990,2009,101.481
AUT,Austria,Greenhouse gases,INDEX_1990,2010,107.303
AUT,Austria,Greenhouse gases,INDEX_1990,2011,104.57
AUT,Austria,Greenhouse gases,INDEX_1990,2012,101.131
AUT,Austria,Greenhouse gases,INDEX_1990,2013,101.72
AUT,Austria,Greenhouse gases,INDEX_1990,2014,97.21
AUT,Austria,Greenhouse gases,INDEX_1990,2015,100.081
AUT,Austria,Greenhouse gases,INDEX_1990,2016,101.333
AUT,Austria,Greenhouse gases,INDEX_1990,2017,104.296
AUT,Austria,Greenhouse gases,INDEX_1990,2018,100.172
AUT,Austria,Greenhouse gases,INDEX_1990,2019,101.68
AUT,Austria,Greenhouse gases,INDEX_1990,2020,93.84
AUT,Austria,Greenhouse gases,GHG_CAP,1990,10.214
AUT,Austria,Greenhouse gases,GHG_CAP,1991,10.586
AUT,Austria,Greenhouse gases,GHG_CAP,1992,9.625
AUT,Austria,Greenhouse gases,GHG_CAP,1993,9.589
AUT,Austria,Greenhouse gases,GHG_CAP,1994,9.581
AUT,Austria,Greenhouse gases,GHG_CAP,1995,9.975
AUT,Austria,Greenhouse gases,GHG_CAP,1996,10.363
AUT,Austria,Greenhouse gases,GHG_CAP,1997,10.308
AUT,Austria,Greenhouse gases,GHG_CAP,1998,10.211
AUT,Austria,Greenhouse gases,GHG_CAP,1999,10.0
AUT,Austria,Greenhouse gases,GHG_CAP,2000,9.996
AUT,Austria,Greenhouse gases,GHG_CAP,2001,10.443
AUT,Austria,Greenhouse gases,GHG_CAP,2002,10.609
AUT,Austria,Greenhouse gases,GHG_CAP,2003,11.235
AUT,Austria,Greenhouse gases,GHG_CAP,2004,11.121
AUT,Austria,Greenhouse gases,GHG_CAP,2005,11.189
AUT,Austria,Greenhouse gases,GHG_CAP,2006,10.838
AUT,Austria,Greenhouse gases,GHG_CAP,2007,10.469
AUT,Austria,Greenhouse gases,GHG_CAP,2008,10.366
AUT,Austria,Greenhouse gases,GHG_CAP,2009,9.541
AUT,Austria,Greenhouse gases,GHG_CAP,2010,10.065
AUT,Austria,Greenhouse gases,GHG_CAP,2011,9.776
AUT,Austria,Greenhouse gases,GHG_CAP,2012,9.412
AUT,Austria,Greenhouse gases,GHG_CAP,2013,9.41
AUT,Austria,Greenhouse gases,GHG_CAP,2014,8.923
AUT,Austria,Greenhouse gases,GHG_CAP,2015,9.095
AUT,Austria,Greenhouse gases,GHG_CAP,2016,9.093
AUT,Austria,Greenhouse gases,GHG_CAP,2017,9.3
AUT,Austria,Greenhouse gases,GHG_CAP,2018,8.889
AUT,Austria,Greenhouse gases,GHG_CAP,2019,8.982
AUT,Austria,Greenhouse gases,GHG_CAP,2020,8.253
AUT,Austria,Carbon dioxide,TOTAL,1990,62145.248
AUT,Austria,Carbon dioxide,TOTAL,1991,65743.938
AUT,Austria,Carbon dioxide,TOTAL,1992,60243.908
AUT,Austria,Carbon dioxide,TOTAL,1993,60670.57
AUT,Austria,Carbon dioxide,TOTAL,1994,61045.756
AUT,Austria,Carbon dioxide,TOTAL,1995,64023.072
AUT,Austria,Carbon dioxide,TOTAL,1996,67367.013
AUT,Austria,Carbon dioxide,TOTAL,1997,67263.597
AUT,Austria,Carbon dioxide,TOTAL,1998,66898.315
AUT,Austria,Carbon dioxide,TOTAL,1999,65651.039
AUT,Austria,Carbon dioxide,TOTAL,2000,66149.78
AUT,Austria,Carbon dioxide,TOTAL,2001,70149.508
AUT,Austria,Carbon dioxide,TOTAL,2002,71953.612
AUT,Austria,Carbon dioxide,TOTAL,2003,77460.983
AUT,Austria,Carbon dioxide,TOTAL,2004,77678.295
AUT,Austria,Carbon dioxide,TOTAL,2005,79078.106
AUT,Austria,Carbon dioxide,TOTAL,2006,76806.465
AUT,Austria,Carbon dioxide,TOTAL,2007,74106.78
AUT,Austria,Carbon dioxide,TOTAL,2008,73481.909
AUT,Austria,Carbon dioxide,TOTAL,2009,67298.655
AUT,Austria,Carbon dioxide,TOTAL,2010,72006.411
AUT,Austria,Carbon dioxide,TOTAL,2011,69893.113
AUT,Austria,Carbon dioxide,TOTAL,2012,67265.91
AUT,Austria,Carbon dioxide,TOTAL,2013,67759.445
AUT,Austria,Carbon dioxide,TOTAL,2014,64160.0
AUT,Austria,Carbon dioxide,TOTAL,2015,66348.823
AUT,Austria,Carbon dioxide,TOTAL,2016,67210.743
AUT,Austria,Carbon dioxide,TOTAL,2017,69592.825
AUT,Austria,Carbon dioxide,TOTAL,2018,66557.18
AUT,Austria,Carbon dioxide,TOTAL,2019,67936.185
AUT,Austria,Carbon dioxide,TOTAL,2020,62037.447
AUT,Austria,Methane,TOTAL,1990,10110.683
AUT,Austria,Methane,TOTAL,1991,9999.218
AUT,Austria,Methane,TOTAL,1992,9724.879
AUT,Austria,Methane,TOTAL,1993,9763.059
AUT,Austria,Methane,TOTAL,1994,9466.263
AUT,Austria,Methane,TOTAL,1995,9382.092
AUT,Austria,Methane,TOTAL,1996,9075.427
AUT,Austria,Methane,TOTAL,1997,8780.316
AUT,Austria,Methane,TOTAL,1998,8612.597
AUT,Austria,Methane,TOTAL,1999,8436.131
AUT,Austria,Methane,TOTAL,2000,8224.685
AUT,Austria,Methane,TOTAL,2001,8055.083
AUT,Austria,Methane,TOTAL,2002,7919.361
AUT,Austria,Methane,TOTAL,2003,7852.315
AUT,Austria,Methane,TOTAL,2004,7847.126
AUT,Austria,Methane,TOTAL,2005,7612.585
AUT,Austria,Methane,TOTAL,2006,7492.245
AUT,Austria,Methane,TOTAL,2007,7372.406
AUT,Austria,Methane,TOTAL,2008,7228.032
AUT,Austria,Methane,TOTAL,2009,7116.448
AUT,Austria,Methane,TOTAL,2010,7007.823
AUT,Austria,Methane,TOTAL,2011,6800.731
AUT,Austria,Methane,TOTAL,2012,6680.692
AUT,Austria,Methane,TOTAL,2013,6572.801
AUT,Austria,Methane,TOTAL,2014,6431.701
AUT,Austria,Methane,TOTAL,2015,6353.775
AUT,Austria,Methane,TOTAL,2016,6282.521
AUT,Austria,Methane,TOTAL,2017,6256.427
AUT,Austria,Methane,TOTAL,2018,6047.181
AUT,Austria,Methane,TOTAL,2019,5914.329
AUT,Austria,Methane,TOTAL,2020,5819.441
BEL,Belgium,Greenhouse gases,TOTAL,1990,145686.757
BEL,Belgium,Greenhouse gases,TOTAL,1991,148406.621
BEL,Belgium,Greenhouse gases,TOTAL,1992,148007.194
BEL,Belgium,Greenhouse gases,TOTAL,1993,146865.837
BEL,Belgium,Greenhouse gases,TOTAL,1994,151469.475
BEL,Belgium,Greenhouse gases,TOTAL,1995,153593.384
BEL,Belgium,Greenhouse gases,TOTAL,1996,157305.327
BEL,Belgium,Greenhouse gases,TOTAL,1997,148839.893
BEL,Belgium,Greenhouse gases,TOTAL,1998,154012.683
BEL,Belgium,Greenhouse gases,TOTAL,1999,147781.816
BEL,Belgium,Greenhouse gases,TOTAL,2000,148879.161
BEL,Belgium,Greenhouse gases,TOTAL,2001,147320.471
BEL,Belgium,Greenhouse gases,TOTAL,2002,147403.727
BEL,Belgium,Greenhouse gases,TOTAL,2003,147701.437
BEL,Belgium,Greenhouse gases,TOTAL,2004,148537.134
BEL,Belgium,Greenhouse gases,TOTAL,2005,145549.733
BEL,Belgium,Greenhouse gases,TOTAL,2006,142712.581
BEL,Belgium,Greenhouse gases,TOTAL,2007,139072.47
BEL,Belgium,Greenhouse gases,TOTAL,2008,138989.568
BEL,Belgium,Greenhouse gases,TOTAL,2009,126354.108
BEL,Belgium,Greenhouse gases,TOTAL,2010,133645.767
BEL,Belgium,Greenhouse gases,TOTAL,2011,123133.69
BEL,Belgium,Greenhouse gases,TOTAL,2012,120361.604
BEL,Belgium,Greenhouse gases,TOTAL,2013,120458.32
BEL,Belgium,Greenhouse gases,TOTAL,2014,114768.436
BEL,Belgium,Greenhouse gases,TOTAL,2015,118955.466
BEL,Belgium,Greenhouse gases,TOTAL,2016,117417.881
BEL,Belgium,Greenhouse gases,TOTAL,2017,117097.878
BEL,Belgium,Greenhouse gases,TOTAL,2018,117594.04
BEL,Belgium,Greenhouse gases,TOTAL,2019,116448.185
BEL,Belgium,Greenhouse gases,TOTAL,2020,106433.258
BEL,Belgium,Greenhouse gases,INDEX_1990,1990,100.0
BEL,Belgium,Greenhouse gases,INDEX_1990,1991,101.867
BEL,Belgium,Greenhouse gases,INDEX_1990,1992,101.593
BEL,Belgium,Greenhouse gases,INDEX_1990,1993,100.809
BEL,Belgium,Greenhouse gases,INDEX_1990,1994,103.969
BEL,Belgium,Greenhouse gases,INDEX_1990,1995,105.427
BEL,Belgium,Greenhouse gases,INDEX_1990,1996,107.975
BEL,Belgium,Greenhouse gases,INDEX_1990,1997,102.164
BEL,Belgium,Greenhouse gases,INDEX_1990,1998,105.715
BEL,Belgium,Greenhouse gases,INDEX_1990,1999,101.438
BEL,Belgium,Greenhouse gases,INDEX_1990,2000,102.191
BEL,Belgium,Greenhouse gases,INDEX_1990,2001,101.121
BEL,Belgium,Greenhouse gases,INDEX_1990,2002,101.179
BEL,Belgium,Greenhouse gases,INDEX_1990,2003,101.383
BEL,Belgium,Greenhouse gases,INDEX_1990,2004,101.957
BEL,Belgium,Greenhouse gases,INDEX_1990,2005,99.906
BEL,Belgium,Greenhouse gases,INDEX_1990,2006,97.959
BEL,Belgium,Greenhouse gases,INDEX_1990,2007,95.46
BEL,Belgium,Greenhouse gases,INDEX_1990,2008,95.403
BEL,Belgium,Greenhouse gases,INDEX_1990,2009,86.73
BEL,Belgium,Greenhouse gases,INDEX_1990,2010,91.735
BEL,Belgium,Greenhouse gases,INDEX_1990,2011,84.519
BEL,Belgium,Greenhouse gases,INDEX_1990,2012,82.617
BEL,Belgium,Greenhouse gases,INDEX_1990,2013,82.683
BEL,Belgium,Greenhouse gases,INDEX_1990,2014,78.778
BEL,Belgium,Greenhouse gases,INDEX_1990,2015,81.652
BEL,Belgium,Greenhouse gases,INDEX_1990,2016,80.596
BEL,Belgium,Greenhouse gases,INDEX_1990,2017,80.376
BEL,Belgium,Greenhouse gases,INDEX_1990,2018,80.717
BEL,Belgium,Greenhouse gases,INDEX_1990,2019,79.931
BEL,Belgium,Greenhouse gases,INDEX_1990,2020,73.056
BEL,Belgium,Greenhouse gases,GHG_CAP,1990,14.616
BEL,Belgium,Greenhouse gases,GHG_CAP,1991,14.834
BEL,Belgium,Greenhouse gases,GHG_CAP,1992,14.734
BEL,Belgium,Greenhouse gases,GHG_CAP,1993,14.564
BEL,Belgium,Greenhouse gases,GHG_CAP,1994,14.974
BEL,Belgium,Greenhouse gases,GHG_CAP,1995,15.152
BEL,Belgium,Greenhouse gases,GHG_CAP,1996,15.488
BEL,Belgium,Greenhouse gases,GHG_CAP,1997,14.619
BEL,Belgium,Greenhouse gases,GHG_CAP,1998,15.095
BEL,Belgium,Greenhouse gases,GHG_CAP,1999,14.451
BEL,Belgium,Greenhouse gases,GHG_CAP,2000,14.523
BEL,Belgium,Greenhouse gases,GHG_CAP,2001,14.322
BEL,Belgium,Greenhouse gases,GHG_CAP,2002,14.266
BEL,Belgium,Greenhouse gases,GHG_CAP,2003,14.235
BEL,Belgium,Greenhouse gases,GHG_CAP,2004,14.253
BEL,Belgium,Greenhouse gases,GHG_CAP,2005,13.89
BEL,Belgium,Greenhouse gases,GHG_CAP,2006,13.53
BEL,Belgium,Greenhouse gases,GHG_CAP,2007,13.088
BEL,Belgium,Greenhouse gases,GHG_CAP,2008,12.978
BEL,Belgium,Greenhouse gases,GHG_CAP,2009,11.703
BEL,Belgium,Greenhouse gases,GHG_CAP,2010,12.266
BEL,Belgium,Greenhouse gases,GHG_CAP,2011,11.2
BEL,Belgium,Greenhouse gases,GHG_CAP,2012,10.875
BEL,Belgium,Greenhouse gases,GHG_CAP,2013,10.828
BEL,Belgium,Greenhouse gases,GHG_CAP,2014,10.266
BEL,Belgium,Greenhouse gases,GHG_CAP,2015,10.585
BEL,Belgium,Greenhouse gases,GHG_CAP,2016,10.396
BEL,Belgium,Greenhouse gases,GHG_CAP,2017,10.318
BEL,Belgium,Greenhouse gases,GHG_CAP,2018,10.312
BEL,Belgium,Greenhouse gases,GHG_CAP,2019,10.159
BEL,Belgium,Greenhouse gases,GHG_CAP,2020,9.249
BEL,Belgium,Carbon dioxide,TOTAL,1990,120292.644
BEL,Belgium,Carbon dioxide,TOTAL,1991,123362.363
BEL,Belgium,Carbon dioxide,TOTAL,1992,122488.07
BEL,Belgium,Carbon dioxide,TOTAL,1993,121422.702
BEL,Belgium,Carbon dioxide,TOTAL,1994,124795.264
BEL,Belgium,Carbon dioxide,TOTAL,1995,125933.051
BEL,Belgium,Carbon dioxide,TOTAL,1996,129474.969
BEL,Belgium,Carbon dioxide,TOTAL,1997,123983.505
BEL,Belgium,Carbon dioxide,TOTAL,1998,130212.392
BEL,Belgium,Carbon dioxide,TOTAL,1999,124704.147
BEL,Belgium,Carbon dioxide,TOTAL,2000,126719.535
BEL,Belgium,Carbon dioxide,TOTAL,2001,126063.796
BEL,Belgium,Carbon dioxide,TOTAL,2002,126860.502
BEL,Belgium,Carbon dioxide,TOTAL,2003,128245.64
BEL,Belgium,Carbon dioxide,TOTAL,2004,128778.889
BEL,Belgium,Carbon dioxide,TOTAL,2005,125636.389
BEL,Belgium,Carbon dioxide,TOTAL,2006,123880.438
BEL,Belgium,Carbon dioxide,TOTAL,2007,120477.002
BEL,Belgium,Carbon dioxide,TOTAL,2008,120175.599
BEL,Belgium,Carbon dioxide,TOTAL,2009,107732.357
BEL,Belgium,Carbon dioxide,TOTAL,2010,114557.864
BEL,Belgium,Carbon dioxide,TOTAL,2011,105020.115
BEL,Belgium,Carbon dioxide,TOTAL,2012,102355.635
BEL,Belgium,Carbon dioxide,TOTAL,2013,102666.433
BEL,Belgium,Carbon dioxide,TOTAL,2014,96887.002
BEL,Belgium,Carbon dioxide,TOTAL,2015,101061.722
BEL,Belgium,Carbon dioxide,TOTAL,2016,99601.625
BEL,Belgium,Carbon dioxide,TOTAL,2017,99126.283
BEL,Belgium,Carbon dioxide,TOTAL,2018,99873.631
BEL,Belgium,Carbon dioxide,TOTAL,2019,99432.619
BEL,Belgium,Carbon dioxide,TOTAL,2020,90368.008
BEL,Belgium,Methane,TOTAL,1990,11517.597
BEL,Belgium,Methane,TOTAL,1991,11477.593
BEL,Belgium,Methane,TOTAL,1992,11400.281
BEL,Belgium,Methane,TOTAL,1993,11203.101
BEL,Belgium,Methane,TOTAL,1994,11233.978
BEL,Belgium,Methane,TOTAL,1995,11297.765
BEL,Belgium,Methane,TOTAL,1996,11160.709
BEL,Belgium,Methane,TOTAL,1997,11043.319
BEL,Belgium,Methane,TOTAL,1998,10869.661
BEL,Belgium,Methane,TOTAL,1999,10629.556
BEL,Belgium,Methane,TOTAL,2000,10217.41
BEL,Belgium,Methane,TOTAL,2001,9796.527
BEL,Belgium,Methane,TOTAL,2002,9395.488
BEL,Belgium,Methane,TOTAL,2003,8876.168
BEL,Belgium,Methane,TOTAL,2004,8818.274
BEL,Belgium,Methane,TOTAL,2005,8597.871
BEL,Belgium,Methane,TOTAL,2006,8510.995
BEL,Belgium,Methane,TOTAL,2007,8406.884
BEL,Belgium,Methane,TOTAL,2008,8239.603
